geonames_id,osm_id,wikipedia_id,woe_id,name,iso,is_megacity,latitude,longitude
668954,34079017,61878,879030,"Resita, Caras-Severin, Romania",ROU,0,45.2969625031,21.886508747
665087,57116400,60817,881802,"Timisoara, Timis, Romania",ROU,0,45.7588206167,21.2234484443
684039,130388465,399983,867889,"Botosani, Botosani, Romania",ROU,0,47.7484149364,26.6596540921
685826,128510650,312716,866625,"Baia Mare, Maramures, Romania",ROU,0,47.6594539582,23.5790669339
665004,26292942,370049,881867,"Tirgu Mures, Mures, Romania",ROU,0,46.5582033479,24.5578185615
670609,126383941,381158,877765,"Pitesti, Arges, Romania",ROU,0,44.856317565,24.8758353258
667268,290485693,370039,880241,"Sibiu, Sibiu, Romania",ROU,0,45.7971128531,24.1371207262
683844,265006357,66326,868025,"Brasov, Brasov, Romania",ROU,0,45.6475354198,25.6071601956
670474,60018211,327584,877873,"Ploiesti, Prahova, Romania",ROU,0,44.9469063508,26.0364879951
665850,128556778,381844,881258,"Suceava, Suceava, Romania",ROU,0,47.6376981802,26.2593167712
685948,130476770,61615,866528,"Bacau, Bacau, Romania",ROU,0,46.5784346711,26.919638223
683123,60710142,410112,868562,"Buzau, Buzau, Romania",ROU,0,45.1565059602,26.8065185127
677697,100035698,256639,872551,"Galati, Galati, Romania",ROU,0,45.4558933706,28.0458743883
678015,27511708,344663,872317,"Focsani, Vrancea, Romania",ROU,0,45.6965505158,27.1865469958
3697033,0,15048418,402922,"Ferrenafe, Lambayeque, Peru",PER,0,-6.6299971325,-79.8000234392
3694569,0,0,419043,"Motupe, Lambayeque, Peru",PER,0,-6.15002642937,-79.7100030942
3693584,0,0,419137,"Pimentel, Lambayeque, Peru",PER,0,-6.82962319044,-79.9299896664
3694256,0,0,419070,"Olmos, Lambayeque, Peru",PER,0,-5.97959755567,-79.7499748146
3698350,320100077,555085,418443,"Chiclayo, Lambayeque, Peru",PER,0,-6.76290891635,-79.8365845151
3691954,0,1787034,418592,"Sechura, Piura, Peru",PER,0,-5.55962319044,-80.8199870216
3698105,320030135,4691410,418505,"Chulucanas, Piura, Peru",PER,0,-5.08957436231,-80.1700008562
3691674,304296640,2256932,418461,"Sullana, Piura, Peru",PER,0,-4.88958656934,-80.6799955665
3948642,268599713,1340926,418466,"Abancay, Apurímac, Peru",PER,0,-13.6395951143,-72.8900059425
3934707,258072425,1485970,418555,"Mollendo, Arequipa, Peru",PER,0,-17.0200089327,-72.0199815284
3945985,254014114,1593391,418489,"Camana, Arequipa, Peru",PER,0,-16.6196199353,-72.7199904802
3926438,441008049,2827687,418603,"Urubamba, Cusco, Peru",PER,0,-13.3042150687,-72.1166164568
3948917,0,0,414915,"Santo Tomas, Cusco, Peru",PER,0,-14.4600101534,-72.0800037045
3928679,262945603,0,418593,"Sicuani, Cusco, Peru",PER,0,-14.2895812797,-71.2299780697
3931137,0,0,412640,"Putina, Callao, Peru",PER,0,-15.4700260225,-69.4299845801
3931276,59043304,614053,418460,"Puno, Callao, Peru",PER,0,-15.8329496065,-70.0333069272
3946985,262944908,17927339,418478,"Ayaviri, Callao, Peru",PER,0,-14.8795711071,-70.5999906837
3938451,267374528,0,405591,"Ilave, Callao, Peru",PER,0,-16.0796012178,-69.6699957699
3941492,0,0,0,"Desaguadero, Callao, Peru",PER,0,-16.5645845349,-69.0449951596
3937513,253905310,600745,418457,"Juliaca, Callao, Peru",PER,0,-15.4999983532,-70.1399670834
0,0,0,418495,"Casma, Ancash, Peru",PER,0,-9.44000649123,-78.209991294
3939168,0,4966690,418527,"Huarmey, Ancash, Peru",PER,0,-10.0695804658,-78.1599943458
3699095,0,17908882,418486,"Cajabamba, Cajamarca, Peru",PER,0,-7.61960081089,-78.04000167
3696150,0,1682156,418531,"Jaen, Cajamarca, Peru",PER,0,-5.70958819695,-78.8099805112
3698141,290011452,15047936,418504,"Chota, Cajamarca, Peru",PER,0,-6.54958860385,-78.6500419532
0,0,0,0,"Tournavista, Huánuco, Peru",PER,0,-8.9321821911,-74.7052181414
3691348,277755254,1985106,418599,"Tingo Maria, Huánuco, Peru",PER,0,-9.28962807326,-75.989997601
3696509,0,15969760,418519,"Huamachuco, La Libertad, Peru",PER,0,-7.81002846388,-78.0499493832
3694212,0,11861368,418561,"Otuzco, La Libertad, Peru",PER,0,-7.8999971325,-78.5699951596
3944797,272399411,933944,418451,"Cerro de Pasco, Pasco, Peru",PER,0,-10.6900077119,-76.2699805112
3695757,557209485,3557871,418542,"Lamas, San Martín, Peru",PER,0,-6.43000933953,-76.5200169288
3694564,411804007,469032,409250,"Moyobamba, San Martín, Peru",PER,0,-6.04961912143,-76.9666563331
3696057,275587595,15822116,418534,"Juanjui, San Martín, Peru",PER,0,-7.16960243849,-76.7399776629
3691324,277764037,18031195,416573,"Tocache, San Martín, Peru",PER,0,-8.17961830763,-76.5200169288
0,0,0,0,"Tarapoto, San Martín, Peru",PER,0,-6.50995278028,-76.4799676938
0,0,0,0,"Sechura, Amazonas, Peru",PER,0,-5.23525022494,-78.5006453875
3698540,340140307,2675287,418452,"Chachapoyas, Amazonas, Peru",PER,0,-6.2296081351,-77.870012046
0,0,0,418557,"Nauta, Loreto, Peru",PER,0,-4.57001951205,-73.7800291358
0,0,0,397649,"Caballococha, Loreto, Peru",PER,0,-3.91626096712,-70.508342531
0,0,0,0,"Puca Urco, Loreto, Peru",PER,0,-2.33279172883,-71.9166803402
0,0,0,418636,"Andoas, Loreto, Peru",PER,0,-2.90205930696,-76.4024788836
0,0,0,0,"Soldado Bartra, Loreto, Peru",PER,0,-2.51613971061,-75.7666003842
0,0,0,0,"Nuevo Rocafuerte, Loreto, Peru",PER,0,-0.93292885448,-75.3999819353
0,0,0,418578,"Requena, Loreto, Peru",PER,0,-5.06962725944,-73.909995363
3931223,287231913,17876536,418573,"Puquio, Ayacucho, Peru",PER,0,-14.6999955049,-74.1299819353
3939386,346472191,17876420,418524,"Huanta, Ayacucho, Peru",PER,0,-12.9496113903,-74.2500004493
3942259,0,17876673,418512,"Coracora, Ayacucho, Peru",PER,0,-15.0196142387,-73.789976849
3947019,272029209,555002,418449,"Ayacucho, Ayacucho, Peru",PER,0,-13.175023988,-74.2199506039
3943423,0,0,400570,"Chosica, Lima, Peru",PER,0,-11.9300353812,-76.7100053321
3946083,107988853,294857,418441,"Callao, Lima, Peru",PER,0,-12.0700268363,-77.1349664731
3943789,384942308,8721572,418500,"Chincha Alta, Ica, Peru",PER,0,-13.419608542,-76.1399884457
3929051,0,0,419277,"Santiago, Ica, Peru",PER,0,-14.1895873832,-75.7399611834
3928924,0,16023858,418591,"Satipo, Junín, Peru",PER,0,-11.2599987601,-74.6900252703
3927758,276523895,4759942,418596,"Tarma, Junín, Peru",PER,0,-11.4100154431,-75.7299876319
3936952,268130103,4759978,418540,"La Oroya, Junín, Peru",PER,0,-11.5200345674,-75.9400006528
3929314,0,0,420539,"San Ramon, Junín, Peru",PER,0,-11.1296191214,-75.3400114356
3937486,286780224,0,418538,"Junin, Junín, Peru",PER,0,-11.1496179007,-76.0100222185
3937733,513696983,1704141,418532,"Jauja, Junín, Peru",PER,0,-11.7996040661,-75.5000275082
3939023,0,0,418897,"Huaura, Lima, Peru",PER,0,-11.0600109672,-77.5999768491
3940002,0,582373,418517,"Huacho, Lima, Peru",PER,0,-11.1100337536,-77.6199497901
3932687,0,15998734,411116,"Pativilca, Lima, Peru",PER,0,-10.6996195283,-77.7999904802
3944399,289380015,0,418723,"Chancay, Lima, Peru",PER,0,-11.5596187145,-77.2699711524
3943957,0,0,420510,"Chilca, Lima, Peru",PER,0,-12.5196117972,-76.7399776629
3438102,0,0,378373,"Fuerte Olimpo, Alto Paraguay, Paraguay",PRY,0,-21.0695808728,-57.8999906836
3867427,0,16059704,377408,"Capitan Pablo Lagerenza, Alto Paraguay, Paraguay",PRY,0,-19.9161112276,-60.7832772233
0,0,0,379215,"La Victoria, Alto Paraguay, Paraguay",PRY,0,-22.2896097628,-57.9399882422
0,0,0,0,"General Eugenio Alejandrino Garay, Boquerón, Paraguay",PRY,0,-20.5199503389,-62.2099860043
3480780,333676385,16056977,379204,"Horqueta, Concepción, Paraguay",PRY,0,-23.3396231905,-57.0500167253
3439355,0,0,379198,"Belen, Concepción, Paraguay",PRY,0,-23.4694860649,-57.2399792904
3438834,313898485,1042086,379182,"Concepcion, Concepción, Paraguay",PRY,0,-23.406389141,-57.4344118669
3439395,0,2292994,379197,"Arroyos y Esteros, Cordillera, Paraguay",PRY,0,-25.0499580701,-57.0899884457
0,0,0,379193,"Villa Hayes, Presidente Hayes, Paraguay",PRY,0,-25.0900073051,-57.5299874284
0,0,0,0,"Fortin Falcon, Presidente Hayes, Paraguay",PRY,0,-23.0502868461,-59.8499491797
0,0,0,378730,"Puerto Pinasco, Presidente Hayes, Paraguay",PRY,0,-22.6400276501,-57.7899973975
0,0,0,379212,"Pozo Colorado, Presidente Hayes, Paraguay",PRY,0,-23.4300052706,-58.8599837663
3437021,313929869,2227108,378995,"San Pedro, San Pedro, Paraguay",PRY,0,-24.0899649874,-57.079989056
3437342,0,0,378738,"Rosario, San Pedro, Paraguay",PRY,0,-24.419608949,-57.1000136735
3437056,0,5688472,379192,"San Lorenzo, Asunción, Paraguay",PRY,0,-25.3400178845,-57.5200397152
3436585,0,2380107,379196,"Ypacarai, Asunción, Paraguay",PRY,0,-25.4099877738,-57.279976849
3437954,0,11398558,379185,"Ita, Asunción, Paraguay",PRY,0,-25.5096199353,-57.3600236426
3436714,313912581,768597,379194,"Villarrica, Guairá, Paraguay",PRY,0,-25.7500186983,-56.4333101823
0,0,0,379219,"San Juan Bautista, Misiones, Paraguay",PRY,0,-26.6799877739,-57.1500106218
0,0,0,0,"Pilar, Ñeembucú, Paraguay",PRY,0,-26.8694852511,-58.2999921078
3437600,313921866,2227098,379187,"Paraguari, Paraguarí, Paraguay",PRY,0,-25.6200007947,-57.1600100114
0,0,0,379188,"Pedro Juan Caballero, Amambay, Paraguay",PRY,0,-22.5445812797,-55.7599921078
3439353,0,2461180,377342,"Bella Vista, Amambay, Paraguay",PRY,0,-22.1296195284,-56.5199973975
0,0,0,0,"Nacunday, Alto Paraná, Paraguay",PRY,0,-26.0200280571,-54.7699491797
3438819,313903710,2227042,379183,"Coronel Oviedo, Caaguazú, Paraguay",PRY,0,-25.4499853324,-56.4399506039
0,0,0,0,"Caazapa, Caazapá, Paraguay",PRY,0,-26.2000170707,-56.3800059424
3439483,0,16056703,377272,"Abai, Caazapá, Paraguay",PRY,0,-26.029588197,-55.9400069596
0,0,0,0,"Ype Jhu, Canindeyú, Paraguay",PRY,0,-23.9100276501,-55.4599845801
3436616,0,0,0,"Ygatimi, Canindeyú, Paraguay",PRY,0,-24.0796297009,-55.4999821387
3438735,243191014,2227076,379177,"Encarnacion, Itapúa, Paraguay",PRY,0,-27.3471848174,-55.8739187784
0,0,0,0,"Coronel Bogado, Itapúa, Paraguay",PRY,0,-27.1700353813,-56.2500397152
3437997,393560847,16060093,378407,"Hohenau, Itapúa, Paraguay",PRY,0,-27.0795499483,-55.7499668799
3619136,175683474,272915,152852,"Granada, Granada, Nicaragua",NIC,0,11.9337276397,-85.9499839699
3617154,306243099,2104153,153722,"Puerto Cabezas, Atlántico Norte, Nicaragua",NIC,0,14.0333410837,-83.3833706072
3618030,293298496,272888,153382,"Leon, León, Nicaragua",NIC,0,12.4355574737,-86.8794362811
3620381,302364713,2392418,152266,"Chinandega, Chinandega, Nicaragua",NIC,0,12.6303776234,-87.1300411395
3619194,302261828,1022298,152837,"Esteli, Estelí, Nicaragua",NIC,0,13.0899878122,-86.3599847837
3617708,302349911,2226978,153537,"Matagalpa, Matagalpa, Nicaragua",NIC,0,12.9170784698,-85.916652671
3620674,304247120,2226959,152162,"Boaco, Boaco, Nicaragua",NIC,0,12.4699739776,-85.6600016701
3618908,293298154,2392486,152924,"Juigalpa, Chontales, Nicaragua",NIC,0,12.1099959503,-85.3799670835
3372988,25270684,1163113,538091,"Horta, Azores, Portugal",PRT,0,38.5346559454,-28.6447568136
3373348,25255070,0,537873,"Angra do Heroismo, Azores, Portugal",PRT,0,38.6503914582,-27.2166697606
2264456,25277572,21339429,746194,"Portimao, Faro, Portugal",PRT,0,37.1337398468,-8.53331404767
2268339,25254936,449549,740869,"Faro, Faro, Portugal",PRT,0,37.0170803009,-7.93327315412
2262963,25254931,907489,748789,"Setubal, Lisboa, Portugal",PRT,0,38.5299595327,-8.90001001122
2742032,24960107,424790,737514,"Braga, Braga, Portugal",PRT,0,41.5549945262,-8.4213312189
2740313,25269013,861659,740118,"Covilha, Castelo Branco, Portugal",PRT,0,40.2833408804,-7.49999210756
2740637,25623904,378109,739672,"Coimbra, Coimbra, Portugal",PRT,0,40.2003743683,-8.41668033999
2735943,25632418,100715,746203,"Porto, Porto, Portugal",PRT,1,41.1500063264,-8.62000126284
2406407,437337175,1561533,1421551,"Makeni, Northern, Sierra Leone",SLE,0,8.88042563775,-12.0499727798
2252309,0,0,1412725,"Diourbel, Diourbel, Senegal",SEN,0,14.6603829132,-16.2400012629
2249222,249743823,3149588,1415024,"Louga, Louga, Senegal",SEN,0,15.6103766062,-16.2500006525
2244802,249742000,0,1418246,"Thies, Thiès, Senegal",SEN,0,14.8103995961,-16.9300108251
2249782,249743276,3503928,1414647,"Kolda, Kolda, Senegal",SEN,0,12.9104380482,-14.9500283218
2244991,0,0,1418131,"Tambacounda, Tambacounda, Senegal",SEN,0,13.7803591094,-13.6800283218
2250645,295513790,1606345,1511700,"Kedougou, Tambacounda, Senegal",SEN,0,12.5604335723,-12.1799906834
2276492,321350137,1561414,1349364,"Harper, Maryland, Liberia",LBR,0,4.37537762341,-7.71698144676
2277060,321350073,1561419,1348937,"Gbarnga, Bong, Liberia",LBR,0,7.0104105824,-9.48999983869
2407660,0,0,1513856,"Koidu, Eastern, Sierra Leone",SLE,0,8.44047833143,-10.8499943455
2407790,314005602,1561520,1513826,"Kenema, Eastern, Sierra Leone",SLE,0,7.88040915825,-11.1899735936
2272491,321350099,3297341,1352281,"Zwedru, GrandGedeh, Liberia",LBR,0,6.0703904408,-8.13000533185
2445704,277888774,501652,1378961,"Diffa, Diffa, Niger",NER,0,13.3170540557,12.6088838284
2440495,277930250,1166255,1381953,"Nguigmi, Diffa, Niger",NER,0,14.2531726267,13.1108170152
787157,0,283931,535891,"Pec, Ðakovica, Kosovo",KOS,0,42.6603275747,20.3107392972
100425,0,0,1939542,"Yanbu al Bahr, Al Madinah, Saudi Arabia",SAU,0,24.0942773631,38.0492947985
107304,0,0,1939818,"Buraydah, Al Quassim, Saudi Arabia",SAU,0,26.3663867381,43.9628356514
0,0,0,1939851,"Hail, Ha'il, Saudi Arabia",SAU,0,27.5235770864,41.7000797107
108512,0,21131680,1938248,"Arar, Al Hudud ash Shamaliyah, Saudi Arabia",SAU,0,30.9900063263,41.0206896553
0,0,0,1939948,"Rafha, Al Hudud ash Shamaliyah, Saudi Arabia",SAU,0,29.6202191356,43.4948022042
0,0,0,1938568,"Dawmat al Jandal, Al Jawf, Saudi Arabia",SAU,0,29.8152976675,39.8663931872
103369,0,3959907,1939096,"Qal at Bishah, `Asir, Saudi Arabia",SAU,0,20.0086869496,42.5986811918
107968,0,201969,1939791,"At Taif, Makkah, Saudi Arabia",SAU,0,21.262228006,40.3822790108
0,0,0,1937970,"Al Qunfudhah, Makkah, Saudi Arabia",SAU,0,19.1263635447,41.0788773181
184921,44925243,0,1528484,"Mwingi, Eastern, Kenya",KEN,0,-0.92956988638,38.0700170479
198476,0,1516754,1527045,"Embu, Eastern, Kenya",KEN,0,-0.51956907258,37.4500032133
188492,44930353,3035914,1528075,"Machakos, Eastern, Kenya",KEN,0,-1.50953448599,37.2599889717
184433,44925466,2889522,1528507,"Nanyuki, Rift Valley, Kenya",KEN,0,0.02039796844,37.0600011787
187725,44929495,974242,1528172,"Maralal, Rift Valley, Kenya",KEN,0,1.11046063121,36.6800243721
190544,44931262,14326356,1527953,"Konza, Rift Valley, Kenya",KEN,0,-1.74962319042,37.1199975166
189280,44931375,3171479,1528032,"Lodwar, Rift Valley, Kenya",KEN,0,3.13038901663,35.5700146065
198636,0,6910843,1527037,"Eldama Ravine, Rift Valley, Kenya",KEN,0,0.05037029917,35.7200312894
179888,0,0,1529336,"Sotik, Rift Valley, Kenya",KEN,0,-0.67955930695,35.1200162341
184570,0,0,1528499,"Namanga, Rift Valley, Kenya",KEN,0,-2.53960081087,36.8000170479
184707,44925060,2704489,1528493,"Naivasha, Rift Valley, Kenya",KEN,0,-0.70958331411,36.4299621162
192900,44992704,2590306,1527676,"Kericho, Rift Valley, Kenya",KEN,0,-0.3595788382,35.2800064685
191220,44933158,640266,1527906,"Kitale, Rift Valley, Kenya",KEN,0,1.03046551402,34.989946654
200067,45006022,1426930,1526915,"Bungoma, Western, Kenya",KEN,0,0.57039023732,34.5599987373
195272,44999588,841296,1527449,"Kakamega, Western, Kenya",KEN,0,0.29040732717,34.7300141996
178443,0,4521212,1529000,"Wajir, North-Eastern, Kenya",KEN,0,1.75036989228,40.0499995512
197745,45004027,4521253,1527110,"Garissa, North-Eastern, Kenya",KEN,0,-0.43962563182,39.6700227445
2751792,235278210,19480689,731184,"Leeuwarden, Friesland, Netherlands",NLD,0,53.2503788443,5.78335729841
2755251,235844306,2739080,729549,"Groningen, Groningen, Netherlands",NLD,0,53.2204065136,6.58000117862
3153823,21518370,178590,859418,"Harstad, Troms, Norway",NOR,0,68.7879059033,16.5155704332
3157549,31264085,1559571,858420,"Finnsnes, Troms, Norway",NOR,0,69.2406172884,18.008605915
2729907,269194842,337405,537831,"Longyearbyen, Svalbard, Svalbard and Jan Mayen Islands",SJM,0,78.2166843864,15.5499962958
2756253,42616340,19200698,729028,"Eindhoven, Noord-Brabant, Netherlands",NLD,0,51.429973164,5.50001542016
2745912,235861650,2612540,734047,"Utrecht, Utrecht, Netherlands",NLD,0,52.1003456819,5.12003861351
2747891,44410812,26049,733075,"Rotterdam, Zuid-Holland, Netherlands",NLD,1,51.919969095,4.47997432315
2960316,52943358,57035,979721,"Luxembourg, Luxembourg, Luxembourg",LUX,0,49.6116603791,6.13000280623
0,0,0,0,"Ålesund, Møre og Romsdal, Norway",NOR,0,62.5454187206,6.38802323266
0,0,0,0,"Sandnes, Rogaland, Norway",NOR,0,58.8454120068,5.69002966169
3153623,21717610,178069,859485,"Haugesund, Rogaland, Norway",NOR,0,59.4119148958,5.27749670271
3137115,30421326,172538,864342,"Stavanger, Rogaland, Norway",NOR,0,58.970003885,5.68000443383
3159016,31264080,178144,857871,"Drammen, Buskerud, Norway",NOR,0,59.7572426546,10.1907368557
3155573,31264090,0,858964,"Gjøvik, Oppland, Norway",NOR,0,60.8000213818,10.700008096
3139075,31264139,178297,863789,"Skien, Telemark, Norway",NOR,0,59.1999898469,9.60002355819
3145375,31264121,46195,861956,"Moss, Ãstfold, Norway",NOR,0,59.4369779654,10.6691572659
3141310,274068416,4784319,863131,"Rørvik, Nord-Trøndelag, Norway",NOR,0,64.86801597,11.2053002509
3136947,31264137,0,864381,"Steinkjer, Nord-Trøndelag, Norway",NOR,0,64.0170601595,11.5000109443
3145023,31264118,178469,862064,"Namsos, Nord-Trøndelag, Norway",NOR,0,64.4833107698,11.5000109443
457954,27155834,168935,853681,"Liepaga, Liepaja, Latvia",LVA,0,56.509973164,21.0100247789
454310,29488313,494542,856069,"Ventspils, Ventspils, Latvia",LVA,0,57.3898677766,21.5605854886
598098,27193094,159649,475630,"Klaipeda, Klaipedos, Lithuania",LTU,0,55.720408955,21.1199405504
3061186,26037873,349025,818511,"Banska Bystrica, Banskobystrický, Slovakia",SVK,0,48.7332902212,19.149983275
3056459,26035729,349033,823422,"Zvolen, Banskobystrický, Slovakia",SVK,0,48.5837386262,19.133240111
3056508,26037035,311613,823382,"Zilina, ilinský, Slovakia",SVK,0,49.2198238313,18.7493875719
3057124,26037632,349032,822721,"Trnava, Trnavský, Slovakia",SVK,0,48.3665942577,17.6000003649
724443,530544488,310708,820323,"Kosice, Koický, Slovakia",SVK,0,48.7304480175,21.2500101305
723819,26037569,735637,821782,"Presov, Preov, Slovakia",SVK,0,48.9997339061,21.2393647855
847633,198296889,178000,856589,"Alta, Finnmark, Norway",NOR,0,69.9666453239,23.2416715075
777073,31264152,177997,865409,"Vadsø, Finnmark, Norway",NOR,0,70.0965967757,29.7657492666
456202,58422785,204844,854807,"Rezekne, Latgale, Latvia",LVA,0,56.5000254508,27.3165648994
598316,27193090,171627,475457,"Kaunas, Kauno, Lithuania",LTU,0,54.9504042756,23.8800304756
596128,33187331,1775104,477231,"Paneveys, Panevezio, Lithuania",LTU,0,55.740020161,24.3700264066
594739,27193269,404466,478363,"Siauliai, iauliai, Lithuania",LTU,0,55.9386385286,23.3250255928
459279,26707263,8430437,852836,"Jelgava, Jelgava, Latvia",LVA,0,56.65270347,23.7128055407
103630,0,0,1939932,"Najran, Najran, Saudi Arabia",SAU,0,17.5065399363,44.1315592029
0,0,0,1937981,"Al Quwayiyah, Ar Riyad, Saudi Arabia",SAU,0,24.073710143,45.2806363513
0,0,0,0,"Al Hillah, Ar Riyad, Saudi Arabia",SAU,0,23.4894563995,46.7563602283
0,0,0,1939717,"Al Kharj, Ar Riyad, Saudi Arabia",SAU,0,24.1555656118,47.3120369047
109101,0,0,1939660,"Al Mubarraz, Ash Sharqiyah, Saudi Arabia",SAU,0,25.429053771,49.5659044991
108927,0,1581754,1939673,"Al-Qatif, Ash Sharqiyah, Saudi Arabia",SAU,0,26.519633198,50.0115103748
107797,447805356,6838977,1939801,"Az Zahran, Ash Sharqiyah, Saudi Arabia",SAU,0,26.291430073,50.1583231189
110336,0,0,1939574,"Ad Damman, Ash Sharqiyah, Saudi Arabia",SAU,1,26.4281917511,50.0996703683
0,0,0,1939847,"Hafar al Batin, Ash Sharqiyah, Saudi Arabia",SAU,0,28.4336507355,45.9600780831
109435,0,632008,1939707,"Al Jubayl, Ash Sharqiyah, Saudi Arabia",SAU,0,27.0046423533,49.6460029692
109571,208501048,2357257,1939629,"Al Hufuf, Ash Sharqiyah, Saudi Arabia",SAU,0,25.3487485952,49.5855932198
1177446,90465594,468294,2210985,"Gwadar, Baluchistan, Pakistan",PAK,0,25.1389681183,62.3285880115
1162105,271909330,3727170,2211569,"Zhob, Baluchistan, Pakistan",PAK,0,31.3489766632,69.4385933013
1181611,253260357,0,2210855,"Chaman, Baluchistan, Pakistan",PAK,0,30.9250490509,66.4463211658
1163054,271909263,0,2211544,"Turbat, Baluchistan, Pakistan",PAK,0,25.9917842804,63.0717984608
1178338,58568637,539185,2210970,"Gilgit, Northern Areas, Pakistan",PAK,0,35.9170957632,74.3000019927
0,0,0,0,"Parachinar, F.A.T.A., Pakistan",PAK,0,33.8991827586,70.1008267811
1164909,117707652,0,2211467,"Sialkote, Punjab, Pakistan",PAK,0,32.5200162954,74.5600378
1165221,281395237,0,2211456,"Sheikhu Pura, Punjab, Pakistan",PAK,0,31.7199876089,73.9899950754
1177654,66311069,0,2197074,"Gujrat, Punjab, Pakistan",PAK,0,32.5799867951,74.0800154204
1166548,251318496,0,2211404,"Sahiwal, Punjab, Pakistan",PAK,0,30.6717311798,73.111805785
1179400,110732129,401880,2211574,"Faisalabad, Punjab, Pakistan",PAK,1,31.4099806915,73.1099971099
1181096,244034854,0,2210871,"Chiniot, Punjab, Pakistan",PAK,0,31.7199876089,72.9799792062
0,0,0,2211372,"Rahimyar Khan, Punjab, Pakistan",PAK,0,28.4202407013,70.2951818429
1174625,281396083,0,2211104,"Kasur, Punjab, Pakistan",PAK,0,31.1253727407,74.4550312896
1172682,0,14596889,2211170,"Kundian, Punjab, Pakistan",PAK,0,32.452190978,71.4718025298
1177662,60907763,398890,2210977,"Gujranwala, Punjab, Pakistan",PAK,1,32.1604258413,74.1850219308
1168718,251318194,2869149,2211313,"Okara, Punjab, Pakistan",PAK,0,30.8104048859,73.4500280344
1175892,281125675,14130923,2198674,"Jhang, Punjab, Pakistan",PAK,0,31.2803761994,72.3249804269
1166000,244030016,0,2211425,"Sargodha, Punjab, Pakistan",PAK,0,32.0853658234,72.6749849028
1180289,0,2504805,2210903,"Dera Ghazi Khan, Punjab, Pakistan",PAK,0,30.0603989858,70.6350577381
1166652,89466380,0,2211402,"Sadiqabad, Punjab, Pakistan",PAK,0,28.3006355988,70.1302306711
1166993,58744442,343524,2211387,"Rawalpindi, Punjab, Pakistan",PAK,1,33.5999762156,73.0400272206
1183880,251065497,219619,2210800,"Bahawalpur, Punjab, Pakistan",PAK,0,29.3899747915,71.6749942616
1169116,89293667,1269443,2211296,"Nawabshah, Sind, Pakistan",PAK,0,26.2454380483,68.4000003651
1170295,253180743,1026030,2211252,"Mirput Khas, Sind, Pakistan",PAK,0,25.5317865183,69.011797647
1164408,89313928,0,2211490,"Sukkur, Sind, Pakistan",PAK,0,27.7135654897,68.8485517974
1527199,0,1977155,1969792,"Tokmak, Bishkek, Kyrgyzstan",KGZ,0,42.8298779491,75.2845930572
1528182,0,0,1969888,"Kara Balta, Bishkek, Kyrgyzstan",KGZ,0,42.8306272573,73.8856603586
1528512,0,3031798,1969895,"Cholpon Ata, Ysyk-Köl, Kyrgyzstan",KGZ,0,42.6513358755,77.0810725493
1527004,0,0,0,"Balykchy, Ysyk-Köl, Kyrgyzstan",KGZ,0,42.4560247997,76.1853649484
1528121,254467298,224560,1969359,"Karakol, Ysyk-Köl, Kyrgyzstan",KGZ,0,42.492043273,78.3818200266
1527592,0,1300111,1969941,"Naryn, Naryn, Kyrgyzstan",KGZ,0,41.426346048,75.991061563
1528796,273322426,16155969,1969882,"At Bashy, Naryn, Kyrgyzstan",KGZ,0,41.1724855744,75.796809854
0,0,0,1969458,"Kok Yangak, Jalal-Abad, Kyrgyzstan",KGZ,0,41.0307112824,73.2057535389
1528249,0,0,1969901,"Jalal Abad, Jalal-Abad, Kyrgyzstan",KGZ,0,40.9428871857,73.0025101307
1538648,0,2300602,1969962,"Toktogul, Jalal-Abad, Kyrgyzstan",KGZ,0,41.8825714305,72.9371911203
1527260,0,0,1969959,"Tash Komur, Jalal-Abad, Kyrgyzstan",KGZ,0,41.3418550812,72.2314460845
1527299,297094905,1303699,1969957,"Talas, Talas, Kyrgyzstan",KGZ,0,42.5183724152,72.2429182525
1527534,254466403,1300057,1969944,"Osh, Osh, Kyrgyzstan",KGZ,0,40.5404052928,72.7900166411
1170951,0,2926228,2203022,"Mansehra, N.W.F.P., Pakistan",PAK,0,34.3417914012,73.1968135161
1173491,279783374,1411431,2211150,"Kohat, N.W.F.P., Pakistan",PAK,0,33.6026892283,71.4326834706
0,0,0,0,"Abbottabad, N.W.F.P., Pakistan",PAK,0,34.1495033966,73.1995006906
1170880,279649847,1844876,2211223,"Mardan, N.W.F.P., Pakistan",PAK,0,34.2000429474,72.0399849028
1183460,279814314,3769844,2210807,"Bannu, N.W.F.P., Pakistan",PAK,0,32.9889799184,70.5985741769
1180281,279821922,696749,2210904,"Dera Ismail Khan, N.W.F.P., Pakistan",PAK,0,31.8289990428,70.8985558664
0,0,0,0,"Saidu, N.W.F.P., Pakistan",PAK,0,34.7500352163,72.3499918202
0,0,0,0,"Nepalganj, Banke, Nepal",NPL,0,28.050340799,81.6166613352
1283190,0,1311961,2268643,"Lalitpur, Bhaktapur, Nepal",NPL,0,27.666617451,85.3333336985
1283339,0,6949522,2269131,"Hetauda, Narayani, Nepal",NPL,0,27.4166843862,85.033352009
1283581,575866576,5743421,2269112,"Birganj, Narayani, Nepal",NPL,0,27.0004048859,84.866592162
1283582,329222054,0,2269178,"Biratnagar, Bhojpur, Nepal",NPL,0,26.4837439158,87.283343871
